PLOT,Rel.To.Brook,Transect,UTM_EASTING,UTM_NORTHING,PH,MOISTURE.pct,OM.pct,Cd,Cu,Ni,Cr,Co,Zn,Mn,Ca.pct,Ca,Mg.pct,Mg,Al.pct,Al,Fe.pct,Fe,P,S,B,Ti.pct,Ti,K.pct,K,Na.pct,Na,EXCH_Al,EXCH_As,EXCH_B,EXCH_Ca,EXCH_Cd,EXCH_Co,EXCH_Cr,EXCH_Cu,EXCH_Fe,EXCH_K,EXCH_Mg,EXCH_Mn,EXCH_Mo,EXCH_Ni,EXCH_P,EXCH_Pb,EXCH_Se,EXCH_Sr,EXCH_V,EXCH_Zn,SUM_BC,GRAVEL,SANDSILTCLAY,VERYCOARSESAND,COARSESAND,MEDIUMSAND,FINESAND,VERYFINESAND,SILTCLAY,DATE
408,North,E277000,277000,4869950,4.04,2.471,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544577651,NA,0.000513235,0.058282612,0.000112506,0.001285697,NA,9.22E-05,0.056220394,0.023089193,0.011301607,0.003562488,NA,0.002423513,NA,0.001743259,0.000103227,0.000528313,NA,0.004236363,0.00460151,13.804,86.195,2.809,10.822,20.967,16.163,5.549,30.299,1997/1998
409,North,E277000,277000,4869925,4.23,2.883,10.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550515389,NA,0.000499501,0.142377492,8.97E-05,0.001206139,NA,0.000117961,0.052980388,0.034117882,0.018607394,0.011905052,NA,0.002245778,0.000339773,0.001515999,NA,0.001276126,NA,0.005590458,0.009605456,11.655,88.344,2.988,11.972,24.199,16.856,5.102,27.48,1997/1998
410,North,E277000,277000,4869675,4.2,3.314,10.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603295467,NA,0.000414234,0.033242963,7.18E-05,0.000838316,NA,0.000549801,0.037868474,0.03241971,0.008952658,0.002368373,NA,0.001676632,0.001675473,0.001240383,NA,0.000351085,NA,0.002728727,0.003349355,7.473,92.526,1.975,9.993,19.853,14.348,6.713,39.181,1997/1998
411,North,E277000,277000,4869650,4.17,3.403,10.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545679267,NA,0.000467145,0.074029681,0.000107019,0.001263839,NA,0.000342006,0.058253783,0.024803397,0.012909046,0.006252943,NA,0.001228166,NA,0.001580364,NA,0.000484698,1.70E-06,0.003890041,0.005513772,7.069,92.93,2.772,9.493,18.454,12.569,9.493,40.109,1997/1998
412,North,E277000,277000,4869625,4.16,4.195,12.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614116618,NA,0.000310178,0.05450032,0.000084801,0.00094021,NA,0.000198628,0.016068944,0.03617362,0.013413362,0.029528405,7.40E-06,0.001120626,NA,0.001679516,2.73E-05,0.000484333,4.55E-06,0.003116011,0.004898727,4.048,95.951,2.231,11.597,20.265,17.954,6.257,37.724,1997/1998
413,South,E280000,280000,4867875,4.28,3.286,11.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350967346,NA,NA,0.095464261,7.15E-05,0.000751902,NA,NA,0.00238913,0.036961052,0.014388033,0.038966637,NA,0.001397104,NA,0.000882057,NA,0.000913779,NA,0.002710769,0.007047277,7.075,92.924,2.145,11.328,23.044,15.775,5.703,34.772,1997/1998
414,South,E280000,280000,4867850,4.49,3.689,11.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350524027,8.13E-06,0.000515161,0.269377538,8.35E-05,0.000687062,NA,5.91E-05,0.004581677,0.031988227,0.012148574,0.022088465,NA,0.002222783,NA,0.000643137,NA,0.002560078,NA,0.003009623,0.015512801,5.52,94.479,2.753,10.878,18.963,16.268,6.464,38.975,1997/1998
415,South,E280000,280000,4867825,4.31,3.417,12.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4511106,NA,0.000609627,0.127982039,7.03E-05,0.001047425,NA,0.000161055,0.025703022,0.036004305,0.014020294,0.012021283,NA,0.001845328,0.000125895,0.000899413,NA,0.001302051,NA,0.003133201,0.008596356,9.144,90.855,2.607,10.054,19.939,15.681,6.34,36.157,1997/1998
416,South,E280000,280000,4867275,4.19,6.942,24.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901833631,NA,0.000789155,0.052552487,0.000143956,0.001510089,NA,0.000129502,0.06183965,0.043908788,0.01709141,0.007453897,4.63E-06,0.002150085,0.000648668,0.001344742,NA,0.000497774,7.52E-06,0.004223277,0.005380762,11.109,88.89,2.636,12.857,22.543,14.099,4.795,31.825,1997/1998
417,South,E280000,280000,4867250,3.69,12.446,30.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.315986434,NA,0.000882764,0.080968671,0.000147937,0.002236337,NA,0.000223526,0.097081958,0.080371523,0.029240831,0.012827351,NA,0.003195769,NA,0.002405871,NA,0.000667338,NA,0.003471667,0.008793136,5.91,94.089,4.388,17.639,25.079,12.121,3.552,31.411,1997/1998
418,South,E280000,280000,4867225,3.75,11.814,48.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.993986079,1.93E-05,0.001483978,0.148417139,0.000165255,0.005378798,NA,0.000408439,0.248909805,0.102355238,0.038933281,0.023059967,NA,0.005468334,0.000901993,0.002943637,NA,0.001144625,NA,0.004601161,0.013581525,4.113,95.886,3.529,19.994,25.44,10.546,4.896,31.856,1997/1998
419,North,E278000,278000,4870275,4.25,4.274,12.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002792116,4.66E-05,0.0059064,0.019571114,0.000385724,0.00196533,0.031981677,NA,NA,NA,0.001494681,0.630553674,NA,NA,NA,0.000819664,0.00064543,0.048925593,0.046228264,0.010160871,0.001099596,4.166,95.833,2.238,13.85,26.202,16.209,5.836,31.016,1997/1998
420,North,E278000,278000,4870250,3.98,7.407,13.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947064895,NA,0.000775037,0.048720241,6.43E-05,0.002351603,NA,0.000131897,0.110725464,0.022768617,0.012196547,0.003127204,NA,0.003065765,NA,0.001928292,NA,0.00059241,4.51E-06,0.002249017,0.004192921,9.737,90.262,3.389,13.247,21.02,13.363,3.72,35.481,1997/1998
421,North,E278000,278000,4870225,4.25,5.175,50.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.814491534,NA,0.000523357,0.05421293,7.05E-05,0.001534232,NA,0.000207067,0.051450517,0.037925728,0.013025894,0.008941436,NA,0.003153793,0.000072246,0.001917647,NA,0.000620633,1.71E-06,0.001732197,0.004992644,2.014,97.985,1.682,13.664,30.235,17.236,4.817,30.473,1997/1998
422,North,E278000,278000,4869675,4.5,4.517,18.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62748536,NA,0.00043594,0.115488095,8.72E-05,0.001736891,NA,0.000372713,0.033957481,0.068517031,0.023383592,0.025064907,3.68E-06,0.002411967,0.002932007,0.001817325,2.07E-05,0.000967143,9.34E-06,0.004701229,0.009713016,3.183,96.816,2.455,11.446,24.188,18.291,10.325,30.533,1997/1998
423,North,E278000,278000,4869650,4.17,3.949,15.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.710895527,NA,0.000447519,0.108950441,8.37E-05,0.001640127,NA,0.000234802,0.038913197,0.049982017,0.020070338,0.029843099,NA,0.004108453,0.000977567,0.001529119,1.92E-05,0.001061258,NA,0.003469722,0.008558164,7.526,92.473,2.8,14.098,24.43,15.257,4.519,31.83,1997/1998
424,North,E278000,278000,4869625,4.57,4.556,15.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.680552202,NA,0.001172069,0.165311098,6.90E-05,0.001855003,NA,0.000254722,0.010948404,0.037288052,0.019564274,0.050629914,NA,0.001902582,NA,0.000986975,NA,0.001465667,NA,0.003516208,0.010981173,10.138,89.861,3.076,12.691,22.471,13.717,4.926,32.868,1997/1998
425,North,E278000,278000,4868775,4.26,3.679,16.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599864598,NA,0.001139438,0.128231293,5.68E-05,0.003014776,NA,9.70E-05,0.020893911,0.048088313,0.01788832,0.043808388,NA,0.002157757,0.000397225,0.001415544,NA,0.000878831,NA,0.003381003,0.009256459,8.658,91.341,3.074,12.563,21.354,17.298,10.469,26.938,1997/1998
426,North,E278000,278000,4868750,4.3,2.655,11.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564707514,NA,0.001076478,0.110347536,4.81E-05,0.001438357,NA,0.000113946,0.042560371,0.029989061,0.015315756,0.011353402,NA,0.002607595,NA,0.000913861,NA,0.000868053,NA,0.003630249,0.007729347,3.882,96.117,1.066,6.239,17.019,17.019,8.371,45.987,1997/1998
427,North,E278000,278000,4868725,4.16,4.623,16.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807236396,NA,0.001260159,0.203638961,0.000065916,0.002981177,NA,0.000309639,0.11814699,0.051879232,0.024944506,0.01012171,NA,0.003101376,NA,0.002221758,NA,0.001310566,NA,0.005140342,0.013708584,14.678,85.321,2.786,8.717,15.29,12.253,6.162,39.806,1997/1998
428,South,E278000,278000,4868175,4.56,2.453,8.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368947394,NA,0.00081976,0.105188927,4.86E-05,0.000689692,NA,NA,0.023225999,0.024797207,0.013104144,0.005007643,NA,0.002106238,0.000145917,0.000648157,NA,0.000792982,NA,0.002847301,0.007155473,10.931,89.068,2.545,10.836,21.797,19.092,7.407,27.159,1997/1998
429,South,E278000,278000,4868150,4.53,2.73,8.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359570415,NA,0.00071099,0.134971836,6.03E-05,0.000759127,NA,0.000165436,0.02374152,0.031357686,0.016614472,0.007545896,NA,0.003167085,NA,0.000872,NA,0.001049056,NA,0.003278298,0.009120107,8.723,91.276,3.196,10.324,19.087,16.981,7.127,34.315,1997/1998
430,South,E278000,278000,4868125,4.45,2.577,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322392367,NA,NA,0.149339119,0.000160791,0.000885136,1.72E-05,8.62E-06,0.011746403,0.033085276,0.022816445,0.02977233,6.46E-07,0.003253141,NA,0.000873746,NA,0.001246673,NA,0.004443611,0.010408714,9.535,90.464,3.103,10.531,18.752,17.2,9.718,31.176,1997/1998
431,North,E279000,279000,4869075,4.33,3.614,13.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688145735,NA,0.000108031,0.084378713,7.42E-05,0.001360133,5.56E-05,0.000792744,0.057263648,0.042333204,0.01994367,0.005303676,1.26E-05,0.002002382,NA,0.002036413,9.98E-05,0.000556719,3.11E-05,0.00406461,0.007159072,5.547,94.452,2.879,13.498,21.216,15.535,7.17,34.229,1997/1998
432,North,E279000,279000,4869050,4.08,2.626,8.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585657525,NA,NA,0.041729358,4.29E-05,0.001090999,3.85E-05,0.000524761,0.045081271,0.030827226,0.012711104,0.002827538,1.29E-06,0.001513745,NA,0.002392169,NA,0.000348725,5.54E-06,0.003509444,0.004074235,7.239,92.76,3.081,12.478,16.796,12.136,9.301,39.118,1997/1998
433,North,E279000,279000,4869025,3.88,3.545,13.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718130755,NA,NA,0.06848882,0.000078553,0.001520787,5.28E-05,0.000790995,0.059955729,0.045529066,0.01711213,0.015634058,4.37E-06,0.002837745,NA,0.001770745,0.000102643,0.000526146,0.000026913,0.003917497,0.006162402,7.257,92.742,3.563,13.927,23.314,15.536,5.498,30.786,1997/1998
434,North,E280000,280000,4870275,4.1,3.915,14.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417147842,NA,NA,0.049769085,0.000126219,0.000666056,NA,NA,0.003799419,0.039331982,0.015616155,0.051479725,NA,0.001227611,NA,0.000749786,NA,0.000460924,NA,0.003439384,0.004898324,9.746,90.253,3.919,15.001,24.734,16.22,5.775,24.919,1997/1998
435,North,E280000,280000,4870250,4.17,3.244,12.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424009998,NA,0.001341759,0.059531648,6.90E-05,0.000669384,2.17E-05,0.000217927,0.010580338,0.034569255,0.012737157,0.022775668,7.02E-06,0.001602466,NA,0.001239124,NA,0.000394939,8.45E-06,0.003230893,0.005097639,10.269,89.73,4.343,16.752,24.489,14.817,4.215,25.349,1997/1998
436,North,E280000,280000,4870225,4.2,1.875,7.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40680519,NA,0.001322615,0.04011398,5.54E-05,0.000824838,4.33E-06,0.000190213,0.034350698,0.033190218,0.008962111,0.006402948,NA,0.002043348,NA,0.001729868,NA,0.000283361,NA,0.002354745,0.003710148,6.585,93.414,4.142,17.747,23.399,14.47,7.446,26.143,1997/1998
437,South,E277000,277000,4868175,4.43,4.372,13.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491716525,NA,0.001029775,0.094259356,6.96E-05,0.001060096,0.000015433,0.000138897,0.033274345,0.0283833,0.013077077,0.00852451,1.26E-06,0.002461144,NA,0.001151897,NA,0.000733655,2.64E-06,0.003245166,0.006706018,12.749,87.25,3.592,11.538,19.884,15.33,7.238,30.028,1997/1998
438,South,E277000,277000,4868150,4.11,4.717,14.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687983021,NA,0.00165303,0.082742691,7.35E-05,0.001437566,NA,NA,0.054683366,0.028001185,0.014454321,0.007865002,NA,0.002176869,NA,0.001217542,NA,0.000658932,NA,0.00331461,0.006146057,7.914,92.085,3.243,12.544,22.689,16.463,9.038,28.405,1997/1998
439,South,E277000,277000,4868125,4.24,3.391,11.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504536904,NA,0.000397272,0.105885474,0.000116182,0.001721817,3.23E-05,0.000153419,0.039293524,0.047838394,0.01804746,0.014652084,2.16E-06,0.002106148,NA,0.001639561,5.66E-05,0.000765816,1.48E-05,0.005031605,0.008146652,8.344,91.655,3.3,10.82,16.596,14.702,6.244,39.577,1997/1998
440,South,E277000,277000,4867575,4.38,3.284,11.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485786056,NA,0.000681312,0.049459604,6.90E-05,0.000807536,4.33E-06,0.000137836,0.012128485,0.031369067,0.010054627,0.01733677,NA,0.001590852,NA,0.000915116,NA,0.000370974,NA,0.003066549,0.004288035,5.399,94.6,4.531,16.921,23.903,14.101,5.543,29.929,1997/1998
441,South,E277000,277000,4867550,4.1,2.747,11.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387353825,NA,0.000720905,0.095576224,7.85E-05,0.000576615,1.37E-05,6.36E-05,0.006858176,0.048058878,0.016792678,0.035076809,1.04E-05,0.002385088,NA,0.001418012,NA,0.000630854,NA,0.003073595,0.007534067,6.096,93.903,3.199,17.503,28.914,16.057,3.18,25.182,1997/1998
442,South,E277000,277000,4867525,4.28,4.079,10.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386316587,NA,0.000661286,0.07757144,9.60E-05,0.000652717,2.13E-05,0.000023019,0.013579394,0.046631436,0.013860652,0.012592389,NA,0.001615424,NA,0.001463456,NA,0.000695089,1.11E-05,0.004781265,0.006458768,6.621,93.378,4.376,16.755,20.669,13.94,6.825,31.216,1997/1998
443,North,E281000,281000,4869075,4.21,2.429,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390690908,NA,0.001306271,0.049304023,4.44E-05,0.000832643,NA,0.000316876,0.034350164,0.017472575,0.007243767,0.002749069,NA,0.001999579,NA,0.000986586,NA,0.000405085,NA,0.002929981,0.003710706,4.587,95.412,4.261,19.041,25.258,13.841,6.158,26.909,1997/1998
444,North,E281000,281000,4869050,4.47,2.131,7.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288409573,NA,0.000351198,0.088047967,0.000052312,0.000711276,4.81E-06,0.000250875,0.029292431,0.023263143,0.008872913,0.004389163,NA,0.00126742,NA,0.001047581,NA,0.000629039,NA,0.004201839,0.005970423,13.106,86.893,3.42,20.362,28.018,11.749,5.015,18.363,1997/1998
445,North,E281000,281000,4869025,4.32,2.219,8.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421932122,NA,0.000510815,0.161078131,9.12E-05,0.000936257,1.87E-05,0.000607664,0.039588414,0.032089631,0.013072393,0.005392849,6.96E-06,0.001160907,NA,0.001637504,NA,0.001146378,NA,0.006668532,0.010316565,6.978,93.021,5.654,22.464,29.655,11.782,3.87,19.821,1997/1998
446,North,E282000,282000,4870275,4.13,2.414,9.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599180065,NA,0.00062113,0.060356664,6.81E-05,0.00137149,7.58E-06,0.000400798,0.055764964,0.038471017,0.010599884,0.000920614,NA,0.001928273,NA,0.001757528,NA,0.000600573,NA,0.002037926,0.005481231,6.293,93.706,3.59,12.653,18.241,13.114,7.354,38.656,1997/1998
447,North,E282000,282000,4870250,3.94,3.756,15.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875199419,NA,NA,0.158561079,0.000096839,0.002595699,1.30E-05,0.000156541,0.10081983,0.029785416,0.019102046,0.003795119,4.13E-06,0.001730982,NA,0.001898311,9.40E-05,0.001194477,NA,0.002446593,0.010381356,5.94,94.059,3.468,14.844,20.077,12.17,4.806,38.653,1997/1998
448,North,E282000,282000,4870225,4.04,3.702,13.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7994818,NA,0.000119872,0.098701348,6.96E-05,0.002635427,NA,0.000446742,0.102150735,0.022345291,0.01329584,0.00295762,NA,0.00218927,NA,0.001816205,3.10E-05,0.000842612,NA,0.004265685,0.006699415,5.044,94.955,3.625,15.355,22.974,15.335,5.603,32.235,1997/1998
449,North,E282000,282000,4869675,4.22,3.215,11.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572755141,NA,2.91E-05,0.084744816,0.000119046,0.001862615,NA,0.000411474,0.066024914,0.041070654,0.018834654,0.00438799,NA,0.002899602,0.000610163,0.002013941,0.000130541,0.000836172,8.92E-07,0.005856924,0.007015556,6.485,93.514,2.756,13.434,20.565,14.243,5.782,36.925,1997/1998
450,North,E282000,282000,4869650,4.26,4.156,14.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.600957801,NA,NA,0.087624078,7.51E-05,0.001707957,NA,0.000365463,0.051829007,0.033633902,0.014951774,0.005339325,NA,0.002488748,0.0001914,0.001726838,9.03E-05,0.000778837,1.49E-05,0.004877483,0.006633162,8.446,91.553,3.281,14.613,23.141,15.167,5.17,30.331,1997/1998
451,North,E282000,282000,4869625,4.31,2.92,11.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454919271,NA,NA,0.084872735,7.88E-05,0.001636739,NA,NA,0.010289334,0.031789917,0.015077765,0.018078257,NA,0.002438047,1.18E-06,0.00105076,8.71E-05,0.000818369,NA,0.003680015,0.006438954,9.174,90.825,2.413,12.087,18.917,13.303,5.669,38.096,1997/1998
452,South,E282000,282000,4869075,4.16,3.046,9.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700054573,0.000206226,0.000552772,0.021133147,9.59E-05,0.002096797,NA,0.000477619,0.083255452,0.021297591,0.010760733,0.000921603,NA,0.002880388,9.33E-05,0.001265605,0.000018418,0.00070108,NA,0.004606571,0.002746307,5.559,94.44,3.854,20.06,26.965,13.079,4.813,25.454,1997/1998
453,South,E282000,282000,4869050,4.33,3.452,10.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694884683,0.000275802,0.000475144,0.103491232,0.000155104,0.001631327,NA,0.000348985,0.064116558,0.023068504,0.01536189,0.002866155,NA,0.004081867,0.000265971,0.001289442,NA,0.001253943,NA,0.006037603,0.007236431,7.99,92.009,3.718,18.156,23.772,10.491,9.353,26.269,1997/1998
454,South,E282000,282000,4869025,4.46,2.969,9.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568732776,8.38E-05,0.000421829,0.074518542,6.37E-05,0.001356,NA,0.000234101,0.052568885,0.030999713,0.016140144,0.00231196,NA,0.003189701,0.000274888,0.001171066,NA,0.000953167,NA,0.003240544,0.006052427,9.8,90.199,3.714,20.779,27.058,13.519,4.167,20.941,1997/1998
455,North,E283000,283000,4869675,4.37,3.103,10.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505174198,0.000170938,0.00049543,0.112694426,0.000190639,0.001293333,NA,0.000277557,0.046303308,0.043915972,0.023718646,0.009052755,NA,0.003090789,0.0001692,0.001741828,NA,0.001214528,NA,0.011015354,0.008927652,12.618,87.381,4.232,19.859,26.387,13.896,6.416,16.803,1997/1998
456,North,E283000,283000,4869650,4.39,2.848,10.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624869913,0.000166381,0.000695233,0.061670775,9.75E-05,0.001400569,NA,0.000355936,0.052418228,0.023459079,0.011161171,0.003370991,NA,0.002094019,0.000218078,0.001346495,NA,0.000820613,NA,0.004091182,0.004838133,16.987,83.012,4.265,16.567,17.437,11.465,5.886,27.236,1997/1998
457,North,E283000,283000,4869625,4.48,2.111,9.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415223073,0.000196105,0.000562359,0.056951062,0.000109011,0.001059541,NA,0.00024167,0.039341452,0.028477838,0.013928036,0.002908692,NA,0.001288522,0.000511602,0.001534806,NA,0.000721549,NA,0.005283287,0.004972902,12.035,87.964,4.93,17.86,21.255,13.453,5.164,25.191,1997/1998
458,North,E283000,283000,4869375,4.47,2.401,8.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536863309,0.000156923,0.000627693,0.020913581,0.000107849,0.001285058,NA,0.000401723,0.05022626,0.02075894,0.00904334,0.001807755,NA,0.001774088,NA,0.001592628,NA,0.000345802,NA,0.0055722,0.002494918,9.286,90.713,4.766,19.769,24.12,10.381,5.867,25.608,1997/1998
459,North,E283000,283000,4869350,4.46,2.692,9.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553605607,0.000120963,0.000616336,0.060547805,8.58E-05,0.001196383,NA,0.00063592,0.045242514,0.02731405,0.011553707,0.001922738,NA,0.002700934,NA,0.001610538,NA,0.000904919,NA,0.004556278,0.004901705,15.216,84.783,4.875,21.164,24.432,9.469,3.003,21.662,1997/1998
460,North,E283000,283000,4869325,4.51,2.083,7.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007204101,0.01319485,NA,0.001685743,0.024732672,NA,NA,NA,0.000852443,0.375042841,NA,0.000446491,NA,0.000324874,NA,0.026247813,0.024827826,0.023407275,0.003502111,0.032180725,9.006,90.993,4.042,23.345,30.749,11.068,3.702,18.179,1997/1998
